curve_id,rank,conductor,torsion_order,regulator,period,ls_deriv,sha_estimate
E_7566,2,161260,2,45.2912,0.3311,1.674679,0.00306067
E_7567,2,598214,2,3.1729,1.8705,0.75099,0.11068162
E_7568,2,574587,2,16.7996,5.5626,0.916262,0.07584703
E_7569,3,496562,1,28.8896,4.0873,1.400469,0.19813832
E_7570,3,589170,2,26.3742,1.9814,0.145091,0.00272504
E_7571,2,680464,6,33.0685,7.7494,0.777416,0.00506063
E_7572,3,414444,4,26.8485,4.941,0.598464,0.00688356
E_7573,2,242412,2,12.2211,3.1687,0.043819,0.00284036
E_7574,2,617561,1,10.8528,1.7006,0.399986,0.06267656
E_7575,2,790753,6,45.4551,6.1505,0.797808,0.00299864
E_7576,2,726441,6,13.9344,6.696,0.402883,0.00537779
E_7577,4,568349,4,14.7679,6.729,1.208773,0.03442362
E_7578,2,468781,6,21.2347,2.2808,0.902819,0.00269364
E_7579,2,772636,6,7.8325,5.9939,0.088568,0.00188271
E_7580,2,416783,6,25.8564,9.0635,0.55733,0.00542672
E_7581,2,484083,6,33.5866,3.5966,0.048759,0.00014504
E_7582,3,631598,1,39.514,2.1866,0.722689,0.03999169
E_7583,2,790527,4,35.8613,7.7443,0.525629,0.0070944
E_7584,2,465088,2,8.2342,1.8511,1.379492,0.07752962
E_7585,2,578096,6,23.3473,2.6121,0.62174,0.00193223
E_7586,2,765751,1,2.8907,1.0964,0.756566,0.28695436
E_7587,2,222013,4,1.8721,2.752,1.453415,0.13353313
E_7588,2,281693,2,22.5664,4.1623,0.967026,0.04459121
E_7589,2,766252,4,13.3951,0.7352,1.117344,0.00383289
E_7590,3,538895,1,34.4847,8.7299,1.68428,0.42638028
E_7591,3,272687,1,36.4878,5.1854,0.421708,0.0599303
E_7592,3,278625,1,44.8748,5.9222,1.978479,0.26110308
E_7593,2,209264,6,38.2734,3.7757,1.801209,0.00493585
E_7594,2,703359,1,3.364,6.7314,0.58024,1.16106645
E_7595,2,796362,2,19.2095,4.3746,1.786947,0.10173584
E_7596,3,484755,6,14.3781,7.637,1.510373,0.02228451
E_7597,2,170658,4,19.9205,8.2319,1.862205,0.04809582
E_7598,2,634140,2,8.8437,6.7513,1.385359,0.26439653
E_7599,2,367531,6,5.7875,4.9642,1.35221,0.0322181
E_7600,2,489715,1,26.5282,7.8445,0.016894,0.00499563
E_7601,2,754669,4,36.2987,4.9934,0.954477,0.00820636
E_7602,2,402138,1,35.3936,1.2039,0.408535,0.01389616
E_7603,3,334484,2,23.0963,1.2518,0.654922,0.00887406
E_7604,2,479056,2,26.5917,9.491,1.957843,0.17469631
E_7605,2,526941,6,26.3001,2.2143,0.180149,0.00042132
E_7606,2,755920,2,34.8869,8.1777,1.447748,0.08484022
E_7607,2,486354,4,3.3483,2.5424,0.35416,0.01680734
E_7608,2,363456,6,35.7849,4.3647,0.024729,8.378e-05
E_7609,3,488026,4,29.5278,6.584,1.007823,0.01404504
E_7610,2,187566,1,10.7073,1.6728,0.330818,0.05168365
E_7611,3,383473,4,3.4039,7.3987,1.931278,0.26236351
E_7612,2,334750,4,6.3179,6.9301,0.415357,0.0284753
E_7613,2,699830,2,26.7099,5.4765,0.39215,0.02010125
E_7614,3,208237,1,38.162,5.7023,0.074012,0.01105913
E_7615,2,619904,2,17.3982,1.1471,0.666341,0.01098332
E_7616,2,476620,1,19.5771,4.4159,0.057982,0.01307868
E_7617,2,397789,1,46.7732,0.9571,1.002784,0.02051954
E_7618,2,187502,4,11.4376,3.1478,1.016165,0.017479
E_7619,3,586598,2,6.0837,9.0131,0.115954,0.04294693
E_7620,2,449454,4,17.8271,5.7879,0.487724,0.00989679
E_7621,3,633037,4,37.5502,7.4528,1.665892,0.02066494
E_7622,3,786143,4,31.6778,5.7815,0.930464,0.01061366
E_7623,2,684933,1,21.374,2.0229,0.874874,0.08280072
E_7624,3,313933,2,48.2729,5.9886,1.400566,0.04343757
E_7625,2,153175,2,37.0148,7.5783,1.432615,0.07332733
E_7626,4,248395,4,4.0312,1.4702,1.526306,0.03479074
E_7627,2,150762,1,37.4869,8.1874,1.66266,0.36313652
E_7628,2,688510,2,2.1779,5.5984,0.472179,0.30343989
E_7629,2,527709,6,32.8658,0.1423,0.142097,1.709e-05
E_7630,2,289400,2,11.3137,5.2458,0.766727,0.08887668
E_7631,2,355539,4,35.1257,4.0171,1.711645,0.01223436
E_7632,3,112213,6,16.1792,3.0348,0.165277,0.00086116
E_7633,2,721655,1,43.7773,7.7354,1.156148,0.20429006
E_7634,2,258785,6,17.5088,9.005,1.405155,0.0200747
E_7635,3,731445,6,31.3651,7.6503,0.968,0.0065585
E_7636,2,132583,4,15.0105,8.483,0.517799,0.01828923
E_7637,4,753080,2,45.9439,9.0969,0.659356,0.03263815
E_7638,3,179944,1,39.2688,9.135,0.152588,0.03549615
E_7639,4,122369,6,12.9218,1.2349,0.592241,0.00157219
E_7640,3,119510,4,47.491,4.6182,0.098312,0.00059751
E_7641,2,112120,2,18.5007,0.1028,1.455387,0.00202173
E_7642,2,724135,6,32.9414,5.114,1.797011,0.00774938
E_7643,3,722863,4,37.3998,9.25,1.270691,0.0196423
E_7644,2,491413,4,2.1222,2.0711,1.316839,0.08032069
E_7645,2,367439,4,47.9894,6.4339,0.949563,0.0079567
E_7646,2,644748,1,17.8776,6.4794,0.320513,0.11616391
E_7647,4,639251,2,10.2992,1.6875,0.025373,0.00103933
E_7648,2,651616,6,42.6847,2.4614,0.694512,0.00111247
E_7649,2,224034,2,35.4421,4.674,1.505462,0.04963398
E_7650,2,645893,2,5.2504,1.9633,1.921259,0.17960573
E_7651,2,275885,6,6.7352,5.8914,0.867859,0.02108699
E_7652,2,277443,2,36.0444,4.897,0.737128,0.02503659
E_7653,2,732529,1,4.6644,5.2401,0.897457,1.00822494
E_7654,2,291848,6,45.9416,1.4312,0.861272,0.0007453
E_7655,3,354289,6,37.3355,5.2208,1.255501,0.00487674
E_7656,2,792272,4,17.4391,0.5898,1.470953,0.00310928
E_7657,3,269446,2,18.784,8.8272,1.572066,0.18469097
E_7658,3,162784,6,25.8183,3.4982,1.302714,0.00490302
E_7659,2,121274,6,18.6875,8.5777,0.881071,0.01123384
E_7660,2,754282,1,39.39,7.0464,1.900706,0.34001358
E_7661,2,317220,4,48.7621,7.6851,1.424929,0.0140359
E_7662,3,462578,6,29.6416,3.214,0.85905,0.00258738
E_7663,2,343768,1,22.8558,2.3547,0.898698,0.09258762
E_7664,2,536572,6,11.9159,4.1267,1.637782,0.01575541
E_7665,2,792494,6,33.0182,0.3398,0.886676,0.00025347
E_7666,2,560258,6,34.5933,9.1957,1.037385,0.00766003
E_7667,2,243435,1,34.5743,3.9314,0.590189,0.06710965
E_7668,2,578365,2,2.3223,9.8867,1.679441,1.78746602
E_7669,3,604136,6,45.057,7.6383,1.049348,0.00494142
E_7670,2,169672,6,17.5672,0.8971,1.109547,0.00157392
E_7671,2,670534,2,37.4641,6.6359,1.762544,0.07804849
E_7672,2,594209,6,38.2305,2.7813,1.841829,0.00372207
E_7673,3,713398,4,32.8772,2.5128,1.650146,0.00788253
E_7674,2,585654,6,20.3485,2.64,0.140087,0.00050486
E_7675,3,364954,4,30.8108,9.1691,0.892583,0.01660169
E_7676,2,308271,2,2.9697,5.0498,0.693229,0.29469877
E_7677,2,695976,1,38.3329,6.7278,0.434894,0.07632816
E_7678,2,373306,2,5.8798,2.8814,1.818818,0.22282825
E_7679,2,697823,6,20.4408,5.2772,1.781237,0.01277394
E_7680,2,500435,4,6.0773,3.566,0.935943,0.03432417
E_7681,2,695152,1,42.0166,3.2793,0.277776,0.02167978
E_7682,3,758981,6,27.9648,2.545,0.036598,9.252e-05
E_7683,2,218371,1,34.8568,4.1492,0.882549,0.10505475
E_7684,2,714080,1,34.4465,6.6343,0.089511,0.01723957
E_7685,2,799793,6,42.2387,2.2982,1.223016,0.00184845
E_7686,2,613214,2,7.4959,9.6579,1.220734,0.39320585
E_7687,2,570066,6,33.3267,1.3337,1.79889,0.00199971
E_7688,2,166188,6,29.1816,4.8541,0.388198,0.0017937
E_7689,2,286023,2,2.514,0.9418,0.749075,0.07015502
E_7690,2,660846,4,10.8697,0.3244,1.720495,0.0032092
E_7691,2,228938,6,14.111,9.2345,0.95385,0.01733936
E_7692,2,246731,1,4.5553,8.1228,0.128849,0.22975757
E_7693,2,652355,6,18.3813,6.9721,0.23046,0.00242818
E_7694,2,712082,6,2.3329,8.6654,1.628775,0.16805486
E_7695,4,566441,1,28.106,8.0482,1.489958,0.42665196
E_7696,2,625667,2,11.3635,6.5077,1.753004,0.25097954
E_7697,2,464691,4,15.0632,8.4887,0.246534,0.00868322
E_7698,2,732829,4,45.6131,3.9689,1.523229,0.00828373
E_7699,3,520840,1,25.638,5.5722,1.313658,0.28551233
E_7700,3,584716,2,14.1817,7.7855,0.472264,0.06481613
E_7701,2,738922,6,30.3246,0.9395,1.94807,0.0016765
E_7702,4,419889,6,10.8819,8.6006,1.145006,0.02513792
E_7703,2,728203,6,4.6454,1.6526,1.814687,0.01793262
E_7704,2,614031,6,2.0244,8.659,1.719595,0.20431257
E_7705,3,505732,6,47.6249,3.1822,0.67292,0.00124898
E_7706,3,316915,1,36.5059,3.3352,1.076554,0.09835459
E_7707,2,753848,6,40.1975,0.8321,0.868423,0.00049935
E_7708,2,255915,6,49.065,8.8704,1.421064,0.00713646
E_7709,2,236984,2,46.6498,1.8277,1.180204,0.01155985
E_7710,2,776874,6,37.1087,6.3375,1.571859,0.00745681
E_7711,3,318431,4,35.0054,6.4753,0.033387,0.000386
E_7712,2,761809,1,17.5056,2.8834,1.378709,0.2270913
E_7713,2,232797,1,6.0968,9.858,0.64494,1.04281238
E_7714,2,109304,1,29.1124,0.7352,0.456202,0.01152085
E_7715,2,225555,4,29.2364,6.1179,1.60447,0.02098409
E_7716,2,506879,6,47.6596,4.8475,0.18755,0.00052989
E_7717,2,432464,1,22.686,2.5303,0.464635,0.05182341
E_7718,4,623277,4,34.8496,1.7192,0.415431,0.00128088
E_7719,3,568224,2,29.1736,7.3971,0.845453,0.05359212
E_7720,2,194488,6,9.6613,9.1715,0.65145,0.01717843
E_7721,3,358490,4,30.0112,1.1647,1.443732,0.00350185
E_7722,3,437735,6,27.4657,2.0204,1.401746,0.00286427
E_7723,3,457188,2,25.2014,9.8641,0.657687,0.06435645
E_7724,2,768036,4,26.1577,0.2487,0.879592,0.00052268
E_7725,2,762806,6,9.0354,5.1317,0.423737,0.0066851
E_7726,2,481448,4,23.7104,5.2095,1.344961,0.01846915
E_7727,2,606289,1,30.677,2.7053,0.798483,0.07041549
E_7728,2,712495,6,24.983,6.664,0.274324,0.0020326
E_7729,2,298017,4,24.9456,9.4549,0.263258,0.00623627
E_7730,2,698029,1,4.7984,4.5571,0.651418,0.61865975
E_7731,3,116365,2,10.3479,7.5193,1.497177,0.27198086
E_7732,2,771064,6,16.7277,6.4961,0.060754,0.00065537
E_7733,2,260974,6,21.548,4.7821,0.522972,0.00322394
E_7734,4,332366,2,30.1029,0.5931,0.333347,0.00164194
E_7735,3,494411,1,43.3039,7.4433,1.913391,0.32888362
E_7736,3,350319,2,8.7991,3.6962,1.41351,0.14844176
E_7737,4,134012,6,1.7393,2.3225,0.474133,0.01758648
E_7738,2,766775,4,23.0126,9.4879,0.422847,0.01089601
E_7739,4,532750,1,22.173,7.7577,1.717481,0.60089759
E_7740,2,645974,1,28.0432,9.6265,0.388551,0.13337944
E_7741,2,607730,1,41.8279,2.6365,1.994148,0.12569532
E_7742,2,784103,2,40.3157,8.3744,0.571783,0.02969277
E_7743,2,132161,2,5.9021,6.1164,0.177822,0.04606964
E_7744,2,554529,4,46.7658,9.8169,1.384974,0.01817053
E_7745,2,347066,4,6.4103,9.4685,1.223189,0.11292144
E_7746,3,364546,1,32.094,9.7324,1.999646,0.60638608
E_7747,2,163190,4,33.9479,9.5225,1.606151,0.02815817
E_7748,2,346256,2,34.314,0.1758,0.863385,0.00110584
E_7749,3,375419,4,14.0022,7.4367,1.356457,0.04502669
E_7750,2,783542,2,17.1869,2.7922,1.63752,0.06650826
E_7751,2,639203,4,27.8852,7.0798,1.032316,0.01638098
E_7752,2,363053,6,10.7798,9.8081,0.553014,0.0139768
E_7753,2,165908,2,1.9952,0.4897,0.42811,0.02626873
E_7754,2,227337,6,28.5451,5.7132,0.59761,0.00332249
E_7755,3,134112,2,23.7987,7.376,1.697657,0.13153994
E_7756,2,102431,4,33.1798,2.6083,0.76706,0.00376871
E_7757,2,186590,6,8.1883,2.3287,0.580462,0.00458555
E_7758,3,741760,4,42.2053,0.6974,1.613716,0.00166656
E_7759,3,394768,2,8.1649,1.0298,0.073521,0.00231821
E_7760,2,307193,6,44.6758,6.6018,1.191977,0.00489278
E_7761,2,161264,1,23.0265,5.1016,1.748527,0.38739215
E_7762,2,787318,4,27.9405,0.3977,0.826067,0.00073488
E_7763,2,462355,2,44.9325,9.6997,0.545943,0.02946355
E_7764,2,743790,6,15.6957,6.5949,0.988501,0.01153725
E_7765,2,543148,4,9.9095,5.2031,1.43778,0.04718271
E_7766,4,330395,6,22.8418,2.8,1.038045,0.00353461
E_7767,2,406369,4,12.974,6.6152,0.025202,0.00080313
E_7768,2,756763,4,26.8644,3.7053,0.165866,0.00142983
E_7769,2,305463,4,14.4876,7.0547,1.445444,0.04399096
E_7770,2,269708,6,43.36,6.8575,0.805903,0.00354044
E_7771,2,278901,6,30.7589,1.0182,1.571704,0.00144521
E_7772,2,240302,4,1.0118,9.1017,1.302485,0.73228576
E_7773,3,676265,1,40.4682,4.921,1.167217,0.14193552
E_7774,2,533448,1,17.1804,3.9902,1.803737,0.41892339
E_7775,2,594523,1,16.6902,9.5591,0.052431,0.03002919
E_7776,2,325864,2,19.7701,4.4383,0.318518,0.01787647
E_7777,2,649939,1,31.8829,7.2401,1.252508,0.28442467
E_7778,2,722207,6,22.661,6.5859,0.140998,0.00113827
E_7779,2,402107,1,31.8031,1.7349,1.293491,0.0705616
E_7780,2,742064,6,8.1923,9.9123,1.968401,0.06615759
E_7781,2,244811,2,48.5381,4.6897,1.758828,0.04248403
E_7782,3,230697,6,36.7507,4.0083,1.185925,0.00359293
E_7783,4,279428,6,13.2601,9.2042,1.789014,0.03449455
E_7784,3,626077,6,36.4843,5.3395,0.241374,0.00098126
E_7785,3,361413,1,29.1762,7.0803,0.914841,0.22200796
E_7786,2,268678,4,6.3503,8.4778,0.863065,0.07201326
E_7787,4,531856,6,9.7316,2.4314,0.679531,0.00471606
E_7788,2,668423,1,3.0241,1.7777,0.010401,0.00611417
E_7789,4,137067,1,40.6527,0.7782,1.783148,0.03413416
E_7790,4,270923,1,28.0335,8.9816,1.557636,0.49904805
E_7791,3,400406,4,16.5207,2.0836,1.309186,0.0103197
E_7792,4,617961,4,7.1909,3.1468,0.266644,0.00729286
E_7793,2,307925,4,24.7182,2.9295,0.762628,0.00564897
E_7794,2,514750,4,26.7378,3.1154,1.849411,0.01346795
E_7795,2,594649,2,35.3955,6.7138,1.23769,0.0586911
E_7796,2,263944,4,48.5269,9.5457,1.210787,0.01488583
E_7797,2,598953,4,22.3123,3.3616,1.827122,0.01720479
E_7798,2,693391,4,20.8957,4.1357,1.124069,0.01390481
E_7799,4,710598,6,19.1266,7.7344,1.19927,0.01347111
E_7800,2,581947,6,41.5193,4.3801,0.697974,0.00204536
E_7801,3,609085,4,8.6595,9.2678,0.749167,0.05011209
E_7802,3,661700,2,17.8468,5.0819,1.374358,0.09783757
E_7803,3,409878,6,36.5236,3.5426,0.647666,0.00174501
E_7804,4,602850,1,1.7691,9.7186,1.122625,6.16717163
E_7805,2,449937,6,15.1797,4.3152,0.565601,0.00446627
E_7806,4,595054,1,32.4309,2.3886,0.340589,0.02508505
E_7807,3,122228,6,10.1117,1.8592,0.914261,0.00466949
E_7808,2,220627,4,15.8328,9.9523,0.442718,0.01739294
E_7809,2,440068,6,24.8162,7.5546,1.798004,0.01520423
E_7810,3,635607,4,21.6792,4.1457,0.61419,0.0073407
E_7811,2,106475,4,6.1953,8.281,1.19883,0.10015164
E_7812,2,770088,6,46.9735,5.5134,0.534249,0.00174184
E_7813,2,341382,1,3.1703,3.2422,0.523458,0.53532963
E_7814,2,458780,1,37.7374,7.4595,0.707766,0.13990313
E_7815,2,616187,6,4.4997,7.4844,1.83259,0.0846713
E_7816,3,531915,4,23.8975,5.0517,0.78908,0.01042524
E_7817,2,530037,1,9.5952,0.5471,1.64432,0.09375599
E_7818,2,392759,2,7.9138,0.8625,0.402623,0.01097015
E_7819,2,579673,4,7.169,7.9086,0.105857,0.00729862
E_7820,2,778105,6,23.1865,8.2524,1.565539,0.0154777
E_7821,3,363389,4,26.2588,6.8151,1.088331,0.01765381
E_7822,2,217408,2,7.5358,8.4068,1.012414,0.28235761
E_7823,2,736431,2,48.9904,7.2229,0.55169,0.0203346
E_7824,2,389776,1,13.6305,8.9797,0.153911,0.10139574
E_7825,2,287965,2,23.4832,1.5889,0.970891,0.0164229
E_7826,3,332298,4,11.5972,3.9386,1.73578,0.03684372
E_7827,3,692337,1,25.2022,4.6947,0.248844,0.046355
E_7828,2,795109,2,38.0448,3.0469,1.85905,0.03722151
E_7829,2,304829,1,26.534,7.2811,0.556711,0.15276507
E_7830,2,417798,1,14.9968,9.1331,1.069051,0.65105554
E_7831,2,302646,6,13.1714,4.1836,0.142352,0.00125597
E_7832,2,590783,1,38.1878,9.4213,0.855843,0.21114475
E_7833,2,158601,1,6.7937,5.216,0.260537,0.20003253
E_7834,2,246154,2,19.1284,5.2729,0.105468,0.00726828
E_7835,2,770008,4,8.4227,6.0422,1.93345,0.08668755
E_7836,3,265640,4,13.6408,2.7565,1.462888,0.01847606
E_7837,4,564710,2,8.4815,3.8953,1.440925,0.16544347
E_7838,2,369580,4,44.4519,5.5771,0.190194,0.0014914
E_7839,3,448857,1,36.8633,9.4256,1.859408,0.47543318
E_7840,2,124544,6,28.4854,6.4627,0.944242,0.00595076
E_7841,2,163295,1,11.9968,3.3979,1.706045,0.48320971
E_7842,3,505854,1,26.0011,0.2036,0.035076,0.00027466
E_7843,3,169409,6,26.5208,9.8185,0.603431,0.0062056
E_7844,4,621998,2,29.9298,4.9805,1.992134,0.08287579
E_7845,2,751127,1,3.9442,9.3911,0.861398,2.05097986
E_7846,2,475903,1,48.6722,5.5385,1.778102,0.20233353
E_7847,3,379301,2,23.8065,6.0941,0.662717,0.04241135
E_7848,2,276637,1,46.4001,7.1479,1.055405,0.16258433
E_7849,2,690176,1,1.4806,3.2777,1.709896,3.78530739
E_7850,2,287167,4,13.1304,7.0199,1.215583,0.04061791
E_7851,2,580338,2,6.0958,5.3152,1.453133,0.31676287
E_7852,2,104507,1,38.7112,6.7576,0.465378,0.08123846
E_7853,2,143988,1,16.6861,8.3747,0.320222,0.16071839
E_7854,3,460565,6,42.1841,1.9239,0.46831,0.00059329
E_7855,2,772225,6,41.7869,6.1742,0.991167,0.00406804
E_7856,2,464735,6,33.7219,0.6159,1.60392,0.00081373
E_7857,2,491758,1,33.6233,1.1109,0.714448,0.02360507
E_7858,2,127213,1,35.3078,6.7785,1.133983,0.21770554
E_7859,2,157450,6,34.0144,0.8023,1.611577,0.0010559
E_7860,2,497693,4,19.9585,5.994,0.485165,0.00910664
E_7861,3,686510,4,34.4586,2.2781,1.767122,0.00730166
E_7862,2,618728,4,44.9729,3.1104,1.906634,0.00824162
E_7863,4,778756,4,17.2961,1.3834,0.087551,0.00043766
E_7864,2,112755,2,47.2996,2.5618,0.127631,0.00172816
E_7865,2,756225,6,1.6655,8.2308,0.19101,0.02622111
E_7866,2,242245,1,18.105,6.4249,1.555769,0.55209391
E_7867,2,289977,6,7.4728,9.5026,0.386781,0.01366223
E_7868,3,269169,4,7.2044,0.5826,1.454135,0.00734949
E_7869,2,395515,1,40.956,7.9449,0.888139,0.17228674
E_7870,2,335132,2,46.0,7.0209,1.674147,0.06388054
E_7871,3,504470,6,39.1102,2.6828,1.619025,0.00308496
E_7872,3,235090,1,48.8542,7.3188,1.919728,0.28759258
E_7873,3,652631,1,11.6001,7.1938,0.509565,0.31600665
E_7874,2,105829,4,7.8992,4.6475,0.466186,0.01714255
E_7875,3,658669,4,26.5145,6.9175,0.072701,0.00118546
E_7876,2,312153,6,41.6228,4.5014,0.826728,0.00248357
E_7877,2,380407,2,2.9521,3.4219,0.923536,0.2676271
E_7878,2,546476,1,49.7827,4.7183,1.929383,0.18286288
E_7879,2,584427,4,30.5101,8.9618,1.663263,0.03053462
E_7880,2,420562,6,48.9681,3.9074,0.341916,0.00075786
E_7881,2,624436,4,18.889,4.0965,1.598994,0.02167359
E_7882,3,697202,6,23.4432,6.1232,0.364816,0.00264687
E_7883,2,605111,4,37.8657,7.5547,0.164752,0.00205439
E_7884,2,160653,2,39.8423,7.3727,1.675795,0.07752523
E_7885,2,292593,1,12.4186,0.296,1.95216,0.04653015
E_7886,3,440459,4,46.5603,6.9054,0.185356,0.00171814
E_7887,2,393219,1,43.5037,4.5605,1.629711,0.17084287
E_7888,2,109795,6,1.8921,5.2885,1.719833,0.13352796
E_7889,3,688843,2,7.2998,5.6605,0.246324,0.04775189
E_7890,3,335068,1,25.3088,7.344,0.573674,0.16646628
E_7891,2,562970,4,23.5868,8.3302,1.469985,0.03244736
E_7892,2,727395,1,35.7112,6.498,1.617383,0.29429856
E_7893,3,413673,1,5.3959,5.6827,0.714409,0.75238089
E_7894,2,547454,6,32.5979,3.8003,0.32826,0.00106303
E_7895,2,267022,2,31.2021,1.465,1.300206,0.01526181
E_7896,3,111009,2,12.4474,9.5899,1.406918,0.27098436
E_7897,2,278168,1,27.5773,4.6722,1.01218,0.17148551
E_7898,2,774904,1,11.8882,5.7055,0.298433,0.14322685
E_7899,2,653669,6,8.1992,7.5356,1.690529,0.04315851
E_7900,2,489913,1,29.0836,0.7773,1.294079,0.03458608
E_7901,2,426754,6,48.8962,8.5646,1.739637,0.00846424
E_7902,3,168122,2,12.6097,7.9906,1.866608,0.2957112
E_7903,2,430328,2,18.4115,7.7668,1.613339,0.17014476
E_7904,2,533297,6,13.5721,0.3176,1.917728,0.00124657
E_7905,2,314709,1,14.0565,5.3125,1.908973,0.72147541
E_7906,2,711516,2,20.8054,0.6373,1.242496,0.00951487
E_7907,4,705058,4,35.3909,5.5536,1.459066,0.01430994
E_7908,2,152726,6,2.9014,7.2126,1.401823,0.0967999
E_7909,2,515427,2,47.8991,1.3063,1.246061,0.00849562
E_7910,2,288210,2,3.2677,6.9793,0.048517,0.0259062
E_7911,2,404647,2,44.1814,4.5504,0.718254,0.01849389
E_7912,2,277265,4,44.8245,8.1344,0.209156,0.00237225
E_7913,3,620759,4,26.7,5.3825,0.607516,0.00765439
E_7914,4,180857,4,7.7128,3.4276,0.146444,0.00406752
E_7915,2,482601,1,28.6922,3.3867,1.840863,0.2172873
E_7916,2,359405,6,31.803,8.9851,0.908147,0.00712703
E_7917,3,290128,1,43.0302,4.5834,0.386835,0.04120407
E_7918,3,742216,4,27.9939,4.117,1.173711,0.01078844
E_7919,2,682994,6,21.1248,0.4947,0.400937,0.00026081
E_7920,2,444950,1,42.0763,3.7068,1.610836,0.14190998
E_7921,2,679294,1,49.0666,8.5113,0.618779,0.10733602
E_7922,3,711526,1,32.6101,7.6338,0.636652,0.14903585
E_7923,3,348018,4,43.845,2.287,1.741202,0.00567643
E_7924,2,563134,2,30.338,4.1893,1.122814,0.03876166
E_7925,2,177271,6,34.7996,2.0461,1.775731,0.0029002
E_7926,3,589464,4,34.7202,9.5467,0.831647,0.0142919
E_7927,3,490166,6,35.5346,6.0214,0.694416,0.00326861
E_7928,4,615631,4,16.7297,7.5681,1.017344,0.02876382
E_7929,3,444359,1,29.2074,7.1667,0.132368,0.0324795
E_7930,2,143013,1,30.1126,8.7495,0.31686,0.09206666
E_7931,2,706888,2,16.4385,9.4983,0.446848,0.06454811
E_7932,2,458243,2,18.1428,0.4212,1.635188,0.00949056
E_7933,2,415594,6,38.3501,9.7555,1.47026,0.01038902
E_7934,2,541144,2,29.5535,8.7184,0.394681,0.02910812
E_7935,3,484784,2,8.3113,3.8912,0.560728,0.06563067
E_7936,2,538598,6,42.0442,8.387,1.889081,0.01046764
E_7937,3,723578,4,44.2726,7.3919,0.180748,0.00188614
E_7938,2,316110,2,23.8409,7.9518,1.099436,0.09167539
E_7939,4,231832,4,11.2365,2.2848,1.048794,0.01332869
E_7940,2,124142,1,47.4327,6.5208,1.454159,0.19991019
E_7941,2,472333,2,44.2312,0.3567,0.530256,0.00106905
E_7942,2,231436,1,12.9747,8.4975,1.870198,1.22484585
E_7943,2,381941,1,5.6841,9.5153,0.82706,1.38451541
E_7944,3,337403,4,22.592,6.655,0.578582,0.01065218
E_7945,3,656823,6,34.1435,5.1754,0.68037,0.0028647
E_7946,2,408444,2,9.594,7.2847,0.703957,0.13362819
E_7947,2,116105,4,26.1474,3.331,0.405868,0.00323155
E_7948,2,763299,6,21.8454,6.3012,1.856827,0.01487758
E_7949,2,703760,1,44.637,7.2178,0.358002,0.0578889
E_7950,3,797389,2,22.0488,1.5125,1.766837,0.0303003
E_7951,3,771223,1,27.155,1.4867,0.815809,0.04466445
E_7952,2,178097,1,47.809,7.1898,0.54586,0.08208965
E_7953,3,361674,2,15.6849,4.3746,0.405033,0.02824145
E_7954,2,241519,6,15.1606,8.9031,1.013641,0.01653509
E_7955,3,720448,6,40.1802,3.1882,1.341825,0.00295751
E_7956,2,146940,2,14.5994,0.5201,1.79746,0.01600852
E_7957,3,185001,2,41.7614,6.5338,1.308369,0.05117538
E_7958,3,775002,4,5.6812,6.874,0.972488,0.07354171
E_7959,2,298715,4,6.4518,5.5806,0.076617,0.00414195
E_7960,3,107928,1,45.1648,6.865,1.8317,0.27841639
E_7961,2,672290,2,27.4998,5.2852,1.805715,0.08676031
E_7962,2,446997,6,36.2219,6.9571,0.763647,0.00407425
E_7963,2,738902,1,12.0392,0.535,0.067779,0.00301197
E_7964,4,217517,1,9.1474,3.7471,1.469405,0.60192049
E_7965,3,256089,1,41.9128,2.1871,1.585445,0.08273193
E_7966,3,179064,1,18.5725,1.0833,1.089507,0.06354895
E_7967,3,506529,6,23.2966,2.4175,0.811721,0.0023398
E_7968,2,494775,1,2.3706,1.994,1.703754,1.43309098
E_7969,3,150893,2,19.9082,9.734,0.393108,0.04805197
E_7970,2,377311,4,38.7515,2.9368,0.884721,0.00419056
E_7971,2,662886,6,41.2425,2.3865,0.058727,9.44e-05
E_7972,2,238595,2,35.239,8.3653,0.336381,0.01996317
E_7973,3,521655,2,34.9168,4.2493,1.882254,0.05726657
E_7974,3,478522,2,25.8057,4.2725,1.160386,0.04802959
E_7975,2,181060,4,27.3781,4.4915,1.613129,0.01654007
E_7976,2,504189,4,37.389,4.2237,0.978136,0.00690603
E_7977,3,485114,4,13.1178,3.333,1.671306,0.02654057
E_7978,2,646982,2,12.3443,2.9348,1.082512,0.06434055
E_7979,3,361401,4,47.5463,8.8314,0.01903,0.00022092
E_7980,4,777751,1,2.3568,1.7009,1.800401,1.29934745
E_7981,2,633660,4,7.8338,1.8925,0.305647,0.00461491
E_7982,2,255384,6,28.9463,5.76,0.906604,0.00501123
E_7983,3,245152,2,37.1539,3.5022,0.958582,0.02258946
E_7984,3,737233,2,27.3567,4.2731,0.104,0.00406118
E_7985,2,720501,1,18.3981,8.0848,0.11561,0.05080327
E_7986,4,120874,4,48.9208,9.0459,1.527478,0.01765278
E_7987,2,555753,4,35.4888,7.9265,0.607897,0.00848594
E_7988,2,494813,6,41.7382,2.4258,0.82516,0.00133216
E_7989,3,635888,1,2.9721,9.8017,1.132584,3.73515312
E_7990,3,571769,6,12.5601,3.6954,0.753038,0.00615436
